07/11/23,07:11:17,+00027E-01
07/11/23,07:11:18,+00028E-01
07/11/23,07:11:18,+00028E-01
07/11/23,07:11:19,+00027E-01
07/11/23,07:11:19,+00030E-01
07/11/23,07:11:20,+00030E-01
07/11/23,07:11:20,+00027E-01
07/11/23,07:11:21,+00027E-01
07/11/23,07:11:22,+00028E-01
07/11/23,07:11:22,+00028E-01
07/11/23,07:11:23,+00027E-01
07/11/23,07:11:23,+00027E-01
07/11/23,07:11:24,+00027E-01
07/11/23,07:11:24,+00027E-01
07/11/23,07:11:25,+00028E-01
07/11/23,07:11:26,+00028E-01
07/11/23,07:11:26,+00028E-01
07/11/23,07:11:27,+00028E-01
07/11/23,07:11:27,+00028E-01
07/11/23,07:11:28,+00027E-01
07/11/23,07:11:28,+00027E-01
07/11/23,07:11:29,+00027E-01
07/11/23,07:11:29,+00028E-01
07/11/23,07:11:30,+00028E-01
07/11/23,07:11:30,+00029E-01
07/11/23,07:11:31,+00029E-01
07/11/23,07:11:32,+00028E-01
07/11/23,07:11:32,+00028E-01
07/11/23,07:11:33,+00028E-01
07/11/23,07:11:33,+00028E-01
07/11/23,07:11:34,+00028E-01
07/11/23,07:11:34,+00028E-01
07/11/23,07:11:35,+00028E-01
07/11/23,07:11:36,+00027E-01
07/11/23,07:11:36,+00027E-01
07/11/23,07:11:37,+00030E-01
07/11/23,07:11:37,+00030E-01
07/11/23,07:11:38,+00028E-01
07/11/23,07:11:38,+00028E-01
07/11/23,07:11:39,+00028E-01
07/11/23,07:11:39,+00028E-01
07/11/23,07:11:40,+00028E-01
07/11/23,07:11:40,+00028E-01
07/11/23,07:11:41,+00028E-01
07/11/23,07:11:41,+00028E-01
07/11/23,07:11:42,+00028E-01
07/11/23,07:11:43,+00028E-01
07/11/23,07:11:43,+00028E-01
07/11/23,07:11:44,+00028E-01
07/11/23,07:11:44,+00028E-01
07/11/23,07:11:45,+00028E-01
07/11/23,07:11:46,+00027E-01
07/11/23,07:11:46,+00027E-01
07/11/23,07:11:47,+00028E-01
07/11/23,07:11:47,+00028E-01
07/11/23,07:11:48,+00030E-01
07/11/23,07:11:48,+00030E-01
07/11/23,07:11:49,+00028E-01
07/11/23,07:11:49,+00028E-01
07/11/23,07:11:50,+00028E-01
07/11/23,07:11:50,+00027E-01
07/11/23,07:11:51,+00027E-01
07/11/23,07:11:51,+00028E-01
07/11/23,07:11:52,+00028E-01
07/11/23,07:11:53,+00028E-01
07/11/23,07:11:53,+00028E-01
07/11/23,07:11:54,+00028E-01
07/11/23,07:11:54,+00028E-01
07/11/23,07:11:55,+00027E-01
07/11/23,07:11:56,+00027E-01
07/11/23,07:11:56,+00027E-01
07/11/23,07:11:57,+00027E-01
07/11/23,07:11:57,+00027E-01
07/11/23,07:11:58,+00027E-01
07/11/23,07:11:58,+00027E-01
07/11/23,07:11:59,+00029E-01
07/11/23,07:11:59,+00027E-01
07/11/23,07:12:00,+00027E-01
07/11/23,07:12:00,+00028E-01
07/11/23,07:12:01,+00028E-01
07/11/23,07:12:01,+00027E-01
07/11/23,07:12:02,+00027E-01
07/11/23,07:12:03,+00031E-01
07/11/23,07:12:03,+00031E-01
07/11/23,07:12:04,+00028E-01
07/11/23,07:12:04,+00028E-01
07/11/23,07:12:05,+00030E-01
07/11/23,07:12:06,+00028E-01
07/11/23,07:12:06,+00028E-01
07/11/23,07:12:07,+00028E-01
07/11/23,07:12:07,+00028E-01
07/11/23,07:12:08,+00030E-01
07/11/23,07:12:08,+00030E-01
07/11/23,07:12:09,+00038E-01
07/11/23,07:12:09,+00040E-01
07/11/23,07:12:10,+00040E-01
07/11/23,07:12:10,+00049E-01
07/11/23,07:12:11,+00049E-01
07/11/23,07:12:11,+00051E-01
07/11/23,07:12:12,+00051E-01
07/11/23,07:12:13,+00056E-01
07/11/23,07:12:13,+00056E-01
07/11/23,07:12:14,+00057E-01
07/11/23,07:12:14,+00057E-01
07/11/23,07:12:15,+00057E-01
07/11/23,07:12:16,+00060E-01
07/11/23,07:12:16,+00060E-01
07/11/23,07:12:17,+00057E-01
07/11/23,07:12:17,+00057E-01
07/11/23,07:12:18,+00057E-01
07/11/23,07:12:18,+00057E-01
07/11/23,07:12:19,+00057E-01
07/11/23,07:12:19,+00057E-01
